<open>
1.310000
1.130000
1.225000
0.960000
0.990000
0.970000
0.900000
0.650000
0.740000
0.750000
0.700000
0.755000
0.880000
0.900000
0.860000
0.830000
0.790000
0.790000
0.750000
0.680000
0.720000
0.780000
0.725000
0.710000
0.700050
0.725000
0.715000
0.650000
0.625000
0.680000
0.605000
0.560000
0.565000
0.550000
0.549000
0.600000
0.670000
0.720000
0.721330
0.730000
0.719000
0.703000
0.600000
0.703000
0.520000
0.600000
0.595000
0.550000
0.590000
0.500000
0.570000
0.520000
0.505000
0.400000
0.400000
0.300000
0.250000
0.210000
0.170000
0.150000
0.180000
0.190000
0.195000
0.300000
0.200000
0.207000
0.220000
0.200000
0.280000
0.200000
0.200000
0.200000
0.200000
0.210000
0.210000
0.200000
0.200000
0.200000
0.200000
0.213000
0.200000
0.200000
0.200000
0.200000
0.193000
0.193000
0.180000
0.191000
0.190000
0.185000
0.190000
0.180000
0.195000
0.190000
0.215000
0.200000
0.230000
0.230000
0.249000
0.220000
0.245000
0.219000
0.290000
0.315000
0.308000
0.320000
0.330000
0.340000
0.311000
0.342000
0.325000
0.330000
0.333000
0.330000
0.310000
0.314000
0.325000
0.310000
0.320000
0.315000
0.305000
0.290000
0.300000
0.315000
0.295000
0.304990
0.295000
0.299990
0.300000
0.235000
0.225000
0.190000
0.195000
0.190000
0.196000
0.195000
0.191000
0.195000
0.192000
0.200000
0.196000
0.191500
0.194000
0.194000
0.192750
0.194990
0.194790
0.198000
0.195000
0.197000
0.199000
0.205000
0.220000
0.230000
0.223000
0.240000
0.240000
0.240000
0.270000
0.257000
0.296000
0.335000
0.305000
0.315000
0.370000
0.345000
0.336000
0.363000
0.345330
0.345000
0.373000
0.440000
0.439990
0.469990
0.500000
0.470000
0.470000
0.457000
0.410000
0.310000
0.400000
0.465000
0.430000
0.450000
0.428000
0.450000
0.435000
0.440000
0.450000
0.405990
0.385000
0.370000
0.365000
0.360000
0.399000
0.400000
0.390000
0.442000
0.456500
0.429000
0.440000
0.455000
0.455000
0.445010
0.426990
0.435000
0.450000
0.499500
0.467000
0.480000
0.441100
0.405000
0.370000
0.390000
0.430000
0.453000
0.453000
0.440000
0.464990
0.490000
0.505000
0.530000
0.570000
0.550000
0.530000
0.548000
0.534000
0.499000
0.547000
0.558000
0.570000
0.578000
0.609000
0.620000
0.700000
0.671600
0.775100
0.820000
1.040000
1.320000
1.245000
1.140000
1.120000
1.060010
1.025000
1.045000
1.100000
1.150000
1.150000
1.198000
1.240000
1.188000
1.150000
1.160000
1.099500
1.000000
1.011000
0.990000
0.965000
0.900000
0.870000
0.900000
0.840000
0.875000
0.875000
0.866000
0.815000
0.710500
0.780000
0.729000
0.718000
0.660000
0.660000
0.500000
0.671000
0.645000
0.715000
0.730000
0.750000
0.732000
0.722010
0.709000
0.720000
0.755000
0.835300
0.846000
0.820000
0.751000
0.715000
0.685000
0.712120
0.765000
0.715000
0.758000
0.660500
0.750010
0.715020
0.750000
0.721000
0.700000
0.660000
0.590010
0.575000
0.585000
0.535000
0.500000
0.565000
0.560000
0.550000
0.595000
0.559800
0.532000
0.529000
0.550000
0.587000
0.580000
0.565000
0.579000
0.585000
0.659000
0.590000
0.590000
0.620000
0.572000
0.575000
0.598000
0.610000
0.575100
0.600000
0.590000
0.577200
0.581000
0.581000
0.583500
0.584990
0.581000
0.570000
0.575000
0.600000
0.618000
0.662500
0.640000
0.650000
0.665000
0.692000
0.725000
0.727500
0.814000
0.840000
0.845000
0.800000
0.849000
0.800000
0.750000
0.760000
0.812000
0.808000
0.870000
0.805000
0.745000
0.750000
0.710000
0.690000
0.750000
0.840000
0.797990
0.845000
0.895000
0.952500
0.940000
0.757000
0.975000
1.050000
1.018000
1.015500
1.150000
1.230000
1.305000
1.335000
1.141000
1.260000
1.450000
1.530000
1.360000
1.320000
1.275000
1.320000
1.373000
1.180000
1.199000
1.260000
1.315000
1.151000
1.160000
1.150000
1.140000
1.220000
1.245000
1.244000
1.330000
1.282500
1.319500
1.355000
1.331000
1.290000
1.320000
1.365010
1.352500
1.365000
1.377000
1.405500
1.405510
1.330000
1.330000
1.367500
1.396000
1.374000
1.425000
1.400000
1.510000
1.570000
1.568500
1.568000
1.565000
1.519000
1.470000
1.420000
1.383100
1.500000
1.530000
1.465500
1.570000
1.439000
1.400000
1.430000
1.361000
1.422000
1.390000
1.475100
1.410000
1.416000
1.400000
1.425500
1.498000
1.500000
1.498000
1.398000
1.450500
1.425000
1.362500
1.405000
1.443000
1.410000
1.445000
1.477500
1.485000
1.471550
1.460000
1.465000
1.470000
1.490000
1.429000
1.415000
1.399000
1.389000
1.404000
1.274000
1.310000
1.150000
1.100000
0.960000
1.000000
0.971500
1.060000
1.079990
1.135000
1.112000
1.190000
1.251000
1.200000
1.111100
1.235000
1.200000
1.201000
1.170000
1.161010
1.150100
1.130000
1.169500
1.060000
1.030000
1.035000
1.010000
1.003000
0.930000
0.955000
0.900000
0.980000
1.090000
1.054010
1.083000
1.325000
1.328900
1.361010
1.340000
1.400500
1.302500
1.333000
1.341170
1.340000
1.293830
1.300000
1.299000
1.290000
1.286000
1.250000
1.310000
1.290500
1.315500
1.315000
1.359500
1.339000
1.397500
1.389990
1.370000
1.405000
1.370510
1.400000
1.440000
1.406000
1.371000
1.361110
1.330000
1.335000
1.370000
1.360000
1.420000
1.389000
1.382000
1.430000
1.400500
1.413000
1.385000
1.406000
1.400000
1.398000
1.361000
1.340000
1.340000
1.312000
1.318500
1.275000
1.245000
1.185000
1.213000
1.180000
1.130000
1.115000
1.150000
1.110000
1.155000
1.150000
1.148900
1.170000
1.201000
1.168000
1.140000
1.130000
1.128000
1.098000
1.045000
1.000000
1.078000
1.065000
1.100010
1.065000
1.115010
1.190010
1.148000
1.187000
1.140010
1.180000
1.164000
1.103000
1.149000
1.140000
1.155000
1.150000
1.143450
1.100000
1.076000
1.056000
1.060000
1.082000
1.050000
1.049500
1.050010
1.020000
1.000000
0.955000
0.950000
0.988000
0.985000
0.931000
0.899500
0.805000
0.760000
0.784000
0.900000
0.860000
0.825000
0.830000
0.870000
0.855000
0.800000
0.760000
0.817000
0.770000
0.672000
0.701000
0.739000
0.720000
0.690000
0.718000
0.680000
0.689000
0.700000
0.698800
0.729970
0.729500
0.749000
0.748000
0.763000
0.755000
0.787000
0.812500
0.795000
0.780000
0.800000
0.815000
0.800000
0.817500
0.770000
0.764000
0.750000
0.735000
0.709000
0.720000
0.738000
0.732000
0.735000
0.716000
0.723000
0.734000
0.739990
0.781000
0.749000
0.734000
0.717500
0.665900
0.681600
0.669890
0.699950
0.661000
0.660000
0.695000
0.710900
0.750500
0.786000
0.800010
0.780500
0.756000
0.791020
0.830750
0.915000
0.916000
0.968000
0.940000
0.890100
0.916000
0.927000
0.917000
0.915010
0.895000
0.900000
0.930500
0.928000
0.910000
0.935000
0.970500
0.926000
0.945000
0.970000
1.010000
1.014500
1.005000
1.001000
1.030500
1.120500
1.065000
1.020000
1.016000
1.035000
1.024000
1.065000
1.040000
1.025000
1.054990
1.075000
1.060000
1.066000
1.054000
1.054990
1.050000
1.067000
1.074000
1.080000
1.095000
1.090000
1.091000
1.147500
1.160000
1.090510
1.089000
1.066000
1.061000
1.065010
1.090000
1.107000
1.155000
1.134000
1.110500
1.110110
1.100000
1.110000
1.112000
1.118010
1.165000
1.167000
1.173000
1.162000
1.179000
1.175500
1.158000
1.097500
1.075000
1.099000
1.070000
1.054000
1.083110
1.094650
1.055000
1.041000
1.035000
1.011000
1.000000
0.992000
0.990050
1.050070
1.005000
1.010000
1.002000
1.008500
0.991000
1.005000
1.050060
1.030000
1.010000
1.000100
1.030220
1.012000
1.001510
0.995020
1.000000
0.991200
1.009990
1.000000
1.010000
1.011500
1.001010
1.000000
1.000000
1.005000
1.029990
1.035000
1.032000
1.035000
1.030000
1.031000
1.060000
1.045900
1.050010
1.080000
1.089100
1.095000
1.087000
1.051000
1.061000
1.021000
0.985000
0.990000
0.961000
0.988900
0.981000
0.973000
0.938000
0.929380
0.870000
0.855000
0.851300
0.889000
0.900000
0.892990
0.875000
0.895000
0.890000
0.892300
0.900000
0.900000
0.935010
0.972000
0.946000
0.950000
0.975000
0.976700
0.959000
0.974900
0.996000
0.990100
0.998010
0.995000
1.000000
0.988800
1.003850
0.991000
1.003020
1.022000
1.051000
1.019000
1.055150
1.090000
1.082000
1.123000
1.050000
1.045000
1.041000
1.070000
1.075000
1.104150
1.250000
1.234000
1.225000
1.250000
1.260100
1.369000
1.403000
1.431000
1.523000
1.570000
1.689000
1.937000
1.907000
2.000000
1.804000
1.889000
1.983000
2.020000
2.100000
2.100000
2.127000
2.240000
2.215000
2.254000
2.200010
2.160000
2.246000
2.280000
2.310000
2.337000
2.320000
2.303000
2.300000
2.300000
2.432000
2.525000
2.690000
2.811870
2.749990
2.730000
2.681020
2.545000
2.420000
2.462000
2.570010
2.548000
2.578000
2.547690
2.442000
2.482000
2.519000
2.568000
2.584000
2.753000
2.706470
2.715000
2.715000
2.695540
2.653000
2.636000
2.654000
2.666650
2.785000
2.770000
2.766500
2.726000
2.950000
2.960000
2.905000
2.910000
3.015000
2.975100
2.975000
3.010000
3.055000
3.398000
3.369000
3.351000
3.320000
3.497000
3.823000
3.710000
3.880000
4.138000
4.290000
4.260000
4.317000
4.337000
4.280000
4.500000
4.639000
4.730000
4.884000
5.110000
4.950000
4.729000
4.689900
4.923000
5.090000
5.100000
5.236100
5.201000
5.230000
5.399000
5.519000
5.413000
5.455000
5.375000
5.350000
5.212000
5.005000
5.400000
5.450000
5.446000
5.390000
5.515000
5.580000
5.590000
5.590020
5.752000
5.757000
5.753000
5.655000
5.655000
5.446060
5.351500
5.270000
5.400000
5.372000
5.381000
5.326000
5.350000
5.420000
5.537000
5.720000
5.630000
5.650000
5.611000
5.342120
5.351000
5.400000
5.373000
5.306000
5.310000
5.315000
5.389580
5.290000
5.301100
5.323000
5.320000
5.301000
5.350000
5.310000
5.330000
5.310500
5.300000
5.250000
5.255000
5.180000
5.251000
5.265000
5.150000
5.051000
4.951020
4.950000
4.800000
4.882000
5.099990
4.975000
4.670000
4.650000
4.641000
4.302000
4.450000
4.450010
4.556000
4.420000
4.527000
4.530000
4.599000
4.743000
4.705000
4.770000
4.846000
4.883000
5.001000
4.900000
4.879000
4.832000
4.770000
4.799790
4.750000
4.650000
4.595000
4.675000
4.600000
4.700000
4.700000
4.790000
4.781000
5.088000
5.060000
4.990000
4.850000
4.830000
4.778000
4.845000
4.811970
4.840990
4.925000
5.059000
4.992000
4.952000
5.151000
5.205000
5.420000
5.581000
5.649000
5.612000
5.450000
5.460000
5.481000
5.430000
5.580000
5.590000
5.698000
5.640000
5.775000
5.705000
5.682000
5.601010
5.698990
5.710120
5.620000
5.780000
5.891000
6.120000
6.230000
6.080000
6.041000
5.940000
6.018000
6.129000
5.947280
5.899000
6.007000
6.043000
6.070000
6.189010
6.210000
6.222000
6.326000
6.188000
6.255000
6.255000
6.459990
6.369000
6.320000
6.370000
6.400000
6.370000
6.309000
6.188000
6.110000
6.224000
6.019000
6.066000
5.995000
6.128000
6.097000
6.015000
5.950000
5.919990
5.929990
6.036000
6.045000
6.120000
6.111010
6.145000
6.120010
6.240000
6.231000
6.279000
6.200000
6.297000
6.199990
6.125000
6.246000
6.112100
6.147000
6.100000
6.024500
6.020000
5.981000
5.980000
6.100010
6.022000
6.110000
6.127120
6.122000
6.099900
6.100000
6.100000
6.245000
6.185000
6.228990
6.349000
6.375760
6.499000
6.499990
6.660000
6.769990
6.651000
6.670000
6.686000
6.881000
6.810000
7.000000
7.000000
6.820000
6.794000
6.750000
6.840000
6.770000
6.599000
6.451000
6.560000
6.608000
6.675990
6.455000
6.470000
6.574980
6.525000
6.520000
6.385000
6.425000
6.470000
6.531000
6.643000
6.802000
6.780000
6.735020
6.770000
6.779000
6.789000
6.885000
6.902000
6.941000
7.028000
7.158990
7.150000
7.189990
7.095000
7.120000
7.179000
7.140010
7.130000
7.180000
7.190000
7.300000
7.351000
8.014000
7.900000
7.923000
8.049000
8.070000
7.985000
8.039000
8.018000
8.001000
8.300000
8.440620
8.382000
8.474990
8.250000
8.124900
8.000000
8.050000
8.239000
8.145000
8.150000
8.200000
8.060000
8.293500
8.679980
8.520000
8.500000
8.310000
8.360000
8.380000
8.325000
8.449000
8.499980
8.624000
8.570000
8.414000
8.400000
8.500000
8.550000
8.590000
8.660000
8.614000
8.400000
8.275000
8.120000
8.189950
8.065000
7.580000
7.384990
7.545000
7.655000
7.661000
7.580000
7.695000
7.730000
7.580000
7.500000
7.610000
7.620000
7.355000
7.251000
7.299990
7.365000
7.380000
7.430000
7.578000
7.549990
7.790000
7.616000
7.649990
7.690000
7.730000
7.635000
7.649000
7.253500
7.475000
7.520000
7.500010
7.695000
7.731000
7.928000
8.200000
8.261000
8.388000
8.210050
8.195000
8.205000
8.250000
8.327980
8.275000
8.350000
8.345000
8.125010
8.005000
7.900000
7.940000
8.040000
7.910500
7.774190
7.795000
7.899990
8.040000
8.150210
8.269990
8.290000
8.260000
8.219000
8.974990
8.898000
8.899990
8.999000
9.000000
9.064990
9.134500
9.019990
8.950010
8.595000
8.351000
8.260000
7.777000
7.945000
8.050000
7.924000
7.350000
7.900000
8.099990
8.069000
7.920000
7.900000
7.948100
7.705000
7.490000
7.410000
7.499000
7.350000
7.208000
7.170000
7.280000
7.250000
7.299990
7.354000
7.390000
7.721000
7.530000
7.837000
7.790000
7.780000
7.700000
7.602020
7.820000
7.810010
7.770000
7.749990
7.690000
7.517000
7.590000
7.583900
7.700000
7.725000
7.680000
7.620000
7.561010
7.650000
7.674990
7.679990
7.970000
8.250000
8.334990
8.711000
8.520000
8.554000
8.629990
8.245000
8.520000
8.521000
8.530000
8.570000
8.567000
8.584090
8.686000
8.640000
8.520000
8.501000
8.368990
8.349000
8.469900
8.597500
8.400000
8.579990
8.700000
8.707000
8.880000
8.979000
8.957000
9.005000
9.070000
9.098890
9.200000
9.311000
9.650000
9.900000
9.811000
9.870000
10.140000
9.990000
9.830000
9.940000
10.145000
10.245000
10.099000
9.916000
10.024990
10.055000
10.199990
10.333000
11.050000
11.610000
11.400000
